gene	0h	3h	12h	24h	48h
5330410G16Rik	4.909997023	5.070744473	4.687266162	5.076414895	4.969644413
affy_1442438_at	3.091106884	2.92286228	2.9445228	2.773939008	3.150760471
Prlpc1	2.338370402	2.156798959	2.183025427	2.2766472	2.398112057
Lbxcor1	2.97591616	2.799190511	2.783032183	2.894471789	3.035713261
affy_1447144_at	2.378798791	2.528453467	2.374175332	2.38103344	2.438605171
A330008L17Rik	2.769445052	2.86425757	2.716288741	2.763099589	2.829259579
3830403N18Rik	2.068637502	2.256442886	2.436880377	2.324694046	2.128473918
Mtmr7	2.438225296	2.521968933	2.445668106	2.447958249	2.498063775
C85395	2.450658588	2.568591572	2.456696638	2.573180176	2.51049933
Pcdhb3	2.296622726	2.374320025	2.227476992	2.145958782	2.356503421
4930473O22Rik	3.828054571	4.057541283	4.035057465	3.986264611	3.887936362
affy_1441694_at	2.386007787	2.337039754	2.44471301	2.42376913	2.445947281
Clstn2	2.961353396	3.004229094	2.707904515	3.033178512	3.021343338
A330043J11Rik	3.605422843	3.457683993	3.652414694	3.473995836	3.665457813
affy_1458712_at	2.338221162	2.184619114	2.340722035	2.209152207	2.398299114
Cd48	8.670097214	8.406062197	8.137362026	8.909447615	8.730177154
Rapgef3	3.715110149	3.873192511	4.961358663	4.309545328	3.775356715
affy_1458794_at	2.815473869	2.793008981	2.971259717	3.030979608	2.875729501
Kbtbd4	4.543913998	4.604265846	4.458864461	4.314881062	4.604180472
Wnt11	3.433608074	3.505910735	3.484699971	3.580825169	3.493887682
affy_1444944_at	3.300489596	3.565604247	3.254321761	3.230033406	3.360789374
Htr2c	2.479355741	2.570610701	2.52267291	2.483841516	2.539679381
4933414I15Rik	3.313431126	3.344284061	3.377199319	3.349051835	3.373757196
3110037C07Rik	3.718016788	3.764650726	3.817283857	3.749674443	3.778349706
Msln	2.68376509	2.650044947	2.521092744	2.491675063	2.744103884
affy_1440906_at	2.038524402	2.141908938	1.974124459	1.952350361	2.09890515
Tspan2	3.716547354	3.487893376	3.639900065	3.69708623	3.77697567
Gm410	4.360617445	4.463939762	4.405692598	4.317067483	4.421067194
Arhgap23	4.198003506	4.251715506	4.739168567	4.442251426	4.258517387
E330039K12Rik	2.920430747	2.9737994	2.929744989	2.988257109	2.980945796
1700126A01Rik	2.672294565	2.735998181	2.756727486	2.566347235	2.732841196
Ap3m1	7.249498545	7.379616322	7.573152563	7.816030548	7.310056692
Tmem56	2.441658099	2.437117031	2.464430716	2.374074879	2.502228257
4930542C16Rik	2.720339989	2.868454995	2.688018037	2.639972254	2.78095825
4930573I19Rik	5.602222068	5.312741448	5.531742589	5.624286832	5.662845069
Apol6	4.40834211	4.230931726	4.372457113	4.244639698	4.468990005
Npy6r	2.529588575	2.508485613	2.630808387	2.554821364	2.590267903
Car12	3.420055734	3.390363903	3.200991114	3.156742449	3.480766809
Gpr81	3.163717943	3.437037363	3.269229065	3.160875717	3.224472739
Aldh4a1	5.215329726	5.08951095	5.03299504	5.141968891	5.276108216
4631426J05Rik	7.50900734	8.293555703	8.907549215	7.907473831	7.569809269
Dap	9.160394328	8.729378752	8.522224731	9.363055184	9.221289289
affy_1445554_at	2.254050711	2.238618001	2.252759984	2.247401737	2.314959079
Tcrb-J	2.803354251	2.892961995	2.736415894	2.516465487	2.864281634
Rutbc2	3.959941145	3.924466119	3.998157389	3.882151117	4.020873604
affy_1442377_at	2.7400588	2.910984827	2.658270773	2.678709103	2.801024049
affy_1444576_at	3.993743	3.829236997	3.904858182	3.891086549	4.054713363
affy_1446982_at	2.754631604	2.830858165	2.731117768	2.878867643	2.815649494
affy_1429575_at	3.648131277	3.583071847	3.742897687	3.706882617	3.70920003
Aadac	3.012946015	2.958968778	3.003280892	3.123887908	3.074082919
BC024139	2.967829708	2.836064993	2.856884831	2.849918684	3.029069683
AI844718	3.732831299	3.795084211	3.753701354	3.991131057	3.794097053
Cyp2j6	2.371273631	2.392221869	2.252330956	2.405741966	2.432540149
4932432K03Rik	7.144873023	6.457421498	6.289532826	6.910656402	7.206141096
affy_1444914_at	4.434277907	4.439309214	4.375406833	4.434672801	4.495666218
affy_1441929_at	2.192929874	2.254301799	2.308533985	2.466481725	2.254375342
Amotl2	4.650277593	4.528032909	4.632620572	4.650763671	4.711739622
Abcc2	2.375222648	2.493087466	2.317032885	2.379581091	2.436694781
4930512H18Rik	2.205249571	2.222907932	2.162379955	2.378554753	2.266740568
4930444K16Rik	2.690061855	2.659588959	2.749008777	2.743718086	2.751553296
affy_1419800_at	2.683895062	2.305895712	2.583387182	2.560552238	2.745406706
Arhgap4	5.561118821	5.568612754	5.592484892	5.694565288	5.622701612
Myo18a	8.325925339	7.114051187	7.665169612	8.596617452	8.387610976
Fbxl3	5.493397325	5.560271561	5.683582297	5.580259686	5.555155944
Wdr63	2.137227311	2.264502611	2.178221491	2.24008309	2.199015711
affy_1449806_at	2.531415129	2.367740291	2.454988189	2.403538743	2.593207572
affy_1447468_at	2.902300647	2.795213634	2.553170098	2.940604054	2.964220564
Tox	2.570957587	2.728545088	2.654414266	2.566484816	2.632916926
5730442P18Rik	4.099412201	4.352311418	4.264327747	4.344574366	4.161387433
C230098I05Rik	3.078272873	2.888545301	3.107453896	3.374355867	3.140278969
Hic1	4.493847011	4.562607714	4.463376432	4.556688067	4.555872449
affy_1429922_at	2.876794179	2.630991198	2.83647142	2.795034583	2.938840157
Slc17a5	7.381507051	7.970454713	7.286085836	7.235900183	7.443583253
BC021608	3.827107719	4.134807606	4.019429707	3.714615245	3.889187511
affy_1444065_at	3.002379417	2.901914426	3.053063112	3.156539482	3.064460805
affy_1457133_at	4.701828418	4.773260713	4.740482199	4.781838454	4.763922881
Hdhd3	5.863046188	6.143086087	6.023558061	6.119205661	5.925149112
1110001D15Rik	3.183044124	3.304075165	3.260570709	3.343500841	3.245148133
affy_1449667_at	4.028527895	3.94459166	3.998586382	4.202738049	4.090644416
Ptpn14	3.473035626	3.63510606	3.560866106	3.493126623	3.535169902
Pdcd1	2.912099851	2.882937235	2.884509509	2.836027109	2.974254235
Hisppd2a	4.468425182	4.668974393	4.448566148	4.551285158	4.530588603
affy_1458670_at	2.129573669	2.096323682	2.214575335	2.161663048	2.191741753
affy_1438123_at	2.10476788	2.034055726	2.157415957	2.125011714	2.166947651
Abl2	5.452926101	4.982503448	5.333685951	5.540104216	5.515108226
Cnot3	5.743303079	6.145076415	6.217087918	5.994099675	5.805504533
Vps29	7.713536133	7.724782004	7.947510603	7.914530989	7.775748786
affy_1440723_at	3.661438637	3.782588925	3.608130829	3.426772532	3.723680211
affy_1419846_at	3.038568269	3.125213775	3.122178534	3.042886611	3.100836394
Sds	5.531474749	5.521309676	5.381416594	5.681046387	5.593904482
C76336	2.288199831	2.407293951	2.37253438	2.280130636	2.350663405
Pgr	2.42276573	2.492146164	2.457506826	2.476230677	2.485240685
affy_1438145_at	2.112869531	2.067414538	2.366457155	2.228819732	2.175360301
Map4k5	4.296108574	4.126881795	4.304375241	4.216491217	4.358667056
Ptgds2	3.462082265	5.697620921	4.148277137	3.397364983	3.524693819
Slc38a3	4.866785659	4.904447152	5.028933639	4.899224408	4.929401734
Myh2	2.477076368	2.386197727	2.382625662	2.126556933	2.539730125
AF366264	2.188980004	2.273617686	2.329294037	2.308788483	2.251711391
affy_1452555_at	2.416121027	2.250595434	2.53295299	2.456810413	2.478872176
Olfr154	2.690092078	2.754484385	2.706724878	2.750032642	2.752871247
1110025D03Rik	3.628365429	3.602025384	3.949349261	4.11049294	3.691156717
A030005L19Rik	4.104503124	3.719305098	3.656917675	4.017372207	4.167320512
Sox13	5.820008483	5.615760644	5.815798532	5.840758242	5.882860524
1300014J16Rik	3.282313289	3.229981912	3.135684004	3.321218175	3.345178586
Gata3	2.939807275	2.947036583	2.87580122	2.787541998	3.002705797
affy_1420233_at	4.821292645	5.001971105	4.840321506	4.815620392	4.884198701
Tmem25	3.489498534	3.550420643	3.415057437	3.527384732	3.552427198
AU022848	4.07794659	3.934089335	3.919031828	4.110616499	4.140886516
affy_1440300_at	6.511923176	7.535450407	7.068021827	6.521422675	6.574902923
Tnfsf11	2.598073292	2.621112815	2.655565349	2.596719709	2.661151299
Vamp1	3.863706975	3.735944731	3.77220907	3.796734544	3.926821524
Atad1	6.406857673	6.340635977	6.641300981	6.610501742	6.470001321
Mpped1	4.663918114	4.856495416	4.695948602	4.819024087	4.727081796
Grik2	2.340956619	2.347697369	2.386674464	2.344931343	2.404131998
AI595406	5.111945146	5.151169558	5.164725304	5.156983281	5.175120595
affy_1443610_at	2.215348055	2.335798945	2.1712958	2.410906694	2.278551524
1200013B08Rik	9.92403171	8.579077632	9.36414673	9.957132429	9.987264868
Grin2b	3.968198429	4.047155388	4.021464538	4.075537564	4.031472544
C1qtnf5	5.454093102	5.444591819	5.394951208	5.522245938	5.517390823
affy_1458840_at	3.944930832	3.997585461	4.153255669	3.741715822	4.008240937
Og9x	4.123359193	4.1351823	4.178479911	4.110884314	4.186689974
Tsga2	3.900188907	4.007575544	3.892755734	4.085265158	3.963534249
Slc26a3	2.750688835	2.696107509	2.671704327	2.569457158	2.814088443
D11Lgp1e	5.371971944	4.899923051	5.199125456	5.493134103	5.435373625
affy_1458831_at	3.376733784	3.367270094	3.277707557	3.391923576	3.440160185
Wnt1	3.206621563	3.136260653	3.204425041	3.170107864	3.270098327
Fbxo44	4.181778576	4.301889099	4.209322216	4.237512167	4.245261453
Gnas	4.764725256	5.293485209	5.484826033	4.955888805	4.828208158
Sfrp2	2.473579733	2.424986845	2.398626814	2.372658642	2.537086934
affy_1443168_at	2.295439638	2.15035628	2.192813007	2.160608051	2.358998664
affy_1458145_at	2.474145128	2.813163043	2.642543659	2.509195761	2.537746285
Uty	6.843039565	5.619990134	5.693739304	6.265522554	6.906680993
Adamts3	2.283241372	2.246282792	2.143392713	2.350197262	2.346897311
D330027H18Rik	4.697887418	4.916943567	4.905349552	4.589298261	4.761596078
Alx4	3.697044096	3.60517849	3.700201362	3.650730973	3.760785987
affy_1434741_at	5.435368173	4.790897033	4.884294471	5.347454712	5.499132364
Atg4a	5.86936552	5.813249247	5.847751345	5.923275802	5.933139534
Taf9b	2.07596471	2.030587123	2.009084539	2.014762491	2.139751613
Srrp	1.91917103	1.841877856	2.123093449	1.945241143	1.983070836
Smarca2	4.678312921	4.340455014	4.608728726	4.689644571	4.742224104
4930483C01Rik	2.487188022	2.339302731	2.495248067	2.551920619	2.551109147
B4galt2	4.220003987	4.027815499	4.164043017	4.382910743	4.283965027
Zim2	3.699160442	3.640054559	3.90727284	3.820552154	3.763209164
Fert2	2.851866874	2.975003599	2.936064507	2.821364009	2.915941115
Gm1614	2.957757543	3.03563847	3.041075174	3.089109994	3.021854127
4930511A02Rik	1.994197205	2.016454422	1.985518794	1.995846572	2.058379333
affy_1440601_at	3.463921695	3.568028432	3.737949147	3.784589275	3.528187945
Steap2	2.334568414	2.429111918	2.419095065	2.495965233	2.398853552
affy_1443318_at	2.319372471	2.490628589	2.384010352	2.522943209	2.3836733
Cidea	3.398618977	3.469611227	3.434980101	3.383930449	3.462923226
A030009A09Rik	4.955043064	4.992859037	5.019168816	5.016612308	5.019370729
Gpt1	5.867393682	5.834570588	5.736899421	5.990700805	5.931730604
Yes1	2.274849915	2.314024579	2.413248131	2.405830461	2.339222697
4933428M03Rik	2.106947239	2.188371738	2.055342843	2.166895366	2.171515404
Hfe2	3.17953201	2.991558632	3.049253456	3.124463212	3.24410444
Sh3kbp1	7.553166577	6.881589481	6.77005715	7.122394134	7.617742454
5830403M04Rik	1.979104913	1.905886906	1.852084379	1.912356886	2.043692044
BC037704	4.027818119	3.885006337	4.027499258	3.958862162	4.092418192
Tmeff2	2.671792248	2.763197603	2.675205594	2.672728674	2.73642216
Serpinb11	2.765615869	2.777928922	2.905868847	2.777460723	2.830257896
affy_1444286_at	4.194547137	4.185904183	4.192325488	4.334523265	4.259287253
Drd3	2.793125271	2.842783746	2.728543647	2.708480522	2.85794331
Cpt1c	3.726943177	3.76219673	3.646534913	4.119787859	3.791823053
Sult2b1	2.829171304	2.893091266	2.779738226	2.831629831	2.894102031
2310040A13Rik	5.75831155	6.145141062	5.997415637	5.881897469	5.823316404
Sh3d19	2.990498024	3.048480178	3.199763421	3.153089144	3.055505824
affy_1432605_at	2.279464908	2.387925901	2.444137792	2.33221525	2.344486188
Dydc1	2.15657266	2.422380774	2.064558776	2.26225464	2.221658644
Xcl1	2.478524643	2.415751658	2.618216819	2.515204961	2.543653299
4921507K24Rik	2.88584064	2.927016672	2.851332418	2.84947356	2.950979277
Gabrd	3.264972554	3.356321307	3.210375984	3.144758159	3.330127579
LOC277692	5.712530661	5.781915153	5.513576158	5.522843252	5.777688348
AI851790	2.478022175	2.632221042	2.501010025	2.725329523	2.543208907
Gpr22	2.495396504	2.545402023	2.55719745	2.610126053	2.560593682
Gpr161	2.616055419	2.555096204	2.62755299	2.654121683	2.681281287
Tmem38a	3.474920359	3.54046957	3.608706382	3.510488452	3.540148104
Nol3	3.496662866	3.316045162	3.450212781	3.61880724	3.561940096
5430419D17Rik	3.566817916	3.639966759	3.356629079	3.426440191	3.632140387
4933423P22Rik	4.548421558	4.710744361	4.753153231	4.564370421	4.613784006
Asxl2	5.164889577	5.330061905	5.288175638	5.074412294	5.230258823
Vwf	2.412598823	2.29887672	2.262532722	2.571139511	2.477990262
affy_1445853_at	3.11761684	3.215235592	3.321123597	3.15729532	3.183045165
affy_1444524_at	4.737514359	4.715433899	4.720874841	4.921582104	4.802962657
C81269	4.323441429	4.328526964	4.261184181	4.306162936	4.388901903
LOC230628	3.806141796	3.887285529	3.656138627	3.806699975	3.871623674
Srpk2	6.582498849	6.645508435	6.32872493	6.344308524	6.648018092
Ccl19	4.345333987	4.423404126	4.350863531	4.317211746	4.410867005
Ckm	4.302043255	4.359466799	4.421727452	4.376362315	4.367591025
Vps26b	6.313431865	6.080684143	6.111097642	5.968157879	6.378992357
9230110I02Rik	2.525912481	2.276387741	2.414044877	2.396174124	2.591491994
Ear5	2.570880117	2.475953483	2.486932142	2.506622245	2.636466541
Ulk3	5.679428748	5.385214695	5.67399526	5.783837298	5.745054105
Arcn1	7.887345369	8.29970607	7.99034537	8.268757169	7.952980262
4921509A06Rik	2.971078592	2.958167477	2.990738097	3.055439538	3.036724709
4933437F24Rik	3.497476736	3.331984001	3.301826237	3.345358605	3.563130434
Pcdhb13	2.447492028	2.367685188	2.4225643	2.723396162	2.513180429
Fst	2.84994305	2.811928389	2.845012613	2.903127733	2.915733176
3110056O03Rik	7.758065799	7.838784519	7.868801861	7.943181091	7.823861618
Slc39a5	3.827433174	3.777242051	3.861823058	3.854805175	3.893275534
affy_1444784_at	2.909617138	2.908131915	3.078203045	2.87292537	2.975478977
Pigz	4.291447231	4.404413971	4.349153815	4.224992812	4.357349983
Msh4	3.057397194	3.095388221	3.032121332	3.031679449	3.123314494
A930017M01Rik	2.467827569	2.19960159	2.589984117	2.389606146	2.533771058
affy_1444094_at	3.166680258	2.89828621	2.92063263	2.87355038	3.232790453
Trem2	5.175784785	5.158841469	5.178409954	5.369892993	5.241927838
Ins2	4.980321327	4.9330181	4.834070473	4.928522708	5.046494004
Islr2	3.696050036	3.847858204	3.814706965	3.713088035	3.76226487
A230056J06Rik	2.070646245	2.130174286	2.147971338	1.963485676	2.136866138
4933424G05Rik	3.501398946	3.379188998	3.350162862	3.441099037	3.567639393
Mum1l1	2.146073367	2.991250769	2.170858245	2.066430102	2.212372343
Nr2c2	5.175887353	5.555707844	5.377827739	5.253164644	5.242213565
affy_1445904_at	3.035374541	2.998895887	3.037385101	3.147566266	3.101730541
Sez6	4.922126149	4.824438691	4.94306266	4.788696812	4.988530705
Pfkfb2	2.65107747	2.671080784	2.734888597	2.650352446	2.7174905
1700001P01Rik	3.064213156	2.98543436	3.16242989	3.206505621	3.130626418
Adam4b	2.701771733	2.832068732	2.875278368	2.655002386	2.768253689
affy_1442423_at	2.986666378	3.054357927	3.022900425	2.743940862	3.053226261
Sostdc1	2.918495929	3.034824435	2.885081185	2.7713305	2.985092867
Aqp3	2.933355193	2.991493006	2.99229481	3.154664384	2.999956624
D4Ertd571e	2.059602137	2.237062186	2.054380843	2.0925041	2.126229599
Cdk2ap2	6.577387748	6.143359795	6.153549907	6.648728325	6.644083771
Galnt13	2.056546555	2.139181184	2.245220927	2.147234966	2.123291116
affy_1459330_at	2.332202417	2.019277054	2.320686044	2.244715647	2.39894773
D15Ertd466e	2.174051976	2.19363414	2.102242533	2.332117563	2.240824113
Ctsq	3.419855984	3.420513918	3.429210438	3.229668924	3.48664149
Pcdhb1	2.680750416	2.519223941	2.514687103	2.719485418	2.747537233
Tmem100	2.540117913	2.548175189	2.461140488	2.554568671	2.60692769
Eno1	8.208884916	8.422503548	8.285082764	8.631598885	8.275828558
Mrgprg	3.588024866	3.365324079	3.530938724	3.605786178	3.654983095
affy_1456928_at	4.902374483	4.935055144	4.97673644	4.89092263	4.969352675
Cyp2j13	2.51375465	2.718486106	2.59322347	2.585203725	2.58073332
affy_1441500_at	2.364595363	2.391498181	2.311676751	2.500719949	2.431664713
Grid2ip	4.659764479	4.73477486	4.628665145	4.789916309	4.726925328
Pfdn5	2.257746236	2.307390343	2.29300743	2.379102681	2.324911983
Sntg2	3.24845249	3.123357265	3.061567654	3.326836761	3.315736762
1700011F14Rik	2.342079752	2.52890242	2.382293031	2.302874089	2.409381088
Txndc2	3.43591127	3.402862537	3.478608921	3.490904725	3.503238407
Rarres2	3.359777403	3.447102979	3.35956758	3.402842263	3.427130426
Ctsh	2.760847584	2.687947445	2.810660461	2.903428749	2.828204557
4930469G21Rik	2.394685554	2.443862186	2.248422704	2.558085019	2.462049288
LOC386392	2.701785944	2.7438053	2.907464411	2.81701016	2.769204084
Ddx3y	8.04059726	8.388740645	8.283373188	8.173662024	8.108032698
affy_1459505_at	2.856459953	2.729526741	2.693860769	2.983274215	2.923907166
Strbp	5.19045235	5.164813713	5.046209025	4.87035428	5.257922472
Dio3as	5.020002288	5.02975376	5.026978626	5.046530006	5.087486228
affy_1441072_at	2.826705514	3.113199847	2.832916895	2.77873288	2.894211551
D1Ertd83e	2.136688129	2.189331756	1.875664527	1.923406131	2.204200398
affy_1436296_x_at	2.042545012	2.100076587	2.333848542	2.074282979	2.110061677
affy_1447029_at	3.327634364	3.366977318	3.126631547	3.065381468	3.395157324
4930432K21Rik	4.046371919	4.036700817	3.759388025	4.066068262	4.113991088
affy_1447405_at	1.980814678	2.315677349	2.158720136	2.196065966	2.048481274
AI747448	1.955309941	2.206346099	2.052107922	2.200085776	2.02298881
Sox5	2.542191067	2.54625826	2.604804032	2.432212218	2.609894151
A530016L24Rik	3.292792792	3.293070814	3.354821111	3.273360411	3.36057338
Coq3	5.077421958	5.257137082	4.881389018	5.419163296	5.145255901
Lrrn1	2.094760281	2.030944063	2.072404008	2.216840698	2.162613068
Btrc	4.687105734	4.629025134	4.654794409	4.551044714	4.75497932
1700113O17Rik	2.97135395	3.073437301	3.185074595	3.079365613	3.039232857
affy_1440122_at	2.925768075	2.898336316	2.927553692	2.856316219	2.993685369
Ppifos	2.602446329	2.790109755	2.912473277	2.703173158	2.670369165
Crb1	3.733976087	3.672507347	3.663243071	3.554477016	3.80196039
9630028H03Rik	3.506147798	3.288674437	3.353749649	3.318880815	3.574159316
Zc3h3	6.457741405	6.495246045	6.564326388	6.51516027	6.525763313
affy_1459095_at	2.006450473	2.038309625	1.975159979	2.194416198	2.074477926
affy_1441127_at	2.379566635	2.172111022	2.231135271	2.374844237	2.44761172
0610030E20Rik	7.790346088	7.918162141	7.974489631	7.984478323	7.858414406
P4ha2	2.870024627	2.669650103	2.735234474	2.791384789	2.938127802
Zfp42	2.081825479	2.178648502	1.970612579	2.182791962	2.149934341
Kif21a	2.892449873	2.865374049	3.002170804	2.931814875	2.960560797
affy_1457291_at	2.552229137	2.456210207	2.565156684	2.600585819	2.620352439
Wfdc12	4.931281174	5.018736244	4.874429797	4.552682658	4.999410056
Hmx1	4.113337693	4.056816522	4.113431895	4.0373559	4.181475054
D5Ertd521e	2.295866282	2.280906832	2.397693444	2.147272442	2.364009037
Krtap5-1	4.665411573	4.748245106	4.799786426	4.798416479	4.733661848
affy_1447032_at	3.468490767	3.693742096	3.668251647	3.531670962	3.536741595
Tmem115	7.818396514	7.651517689	7.832882044	7.880672297	7.886686599
D7Ertd715e	1.8549281	1.894661731	1.946472104	2.042943198	1.923262395
AI662168	4.232704292	4.236925162	4.293152119	4.392654659	4.30104915
Slc35a4	5.229283937	5.803302082	5.650942236	5.452608422	5.297657404
AI661323	2.242327879	2.34582553	2.154637462	2.247323907	2.310710719
Hao3	2.151360554	2.04979533	2.129420887	2.107602563	2.219775991
affy_1443458_at	3.505908628	3.347773359	3.599486998	3.432098754	3.574371225
1110002E22Rik	3.445134502	3.515134812	3.456765013	3.417995799	3.513653837
AW124722	4.671100418	4.451776902	4.551111634	4.439823819	4.739650707
Zim1	2.660726074	2.651041396	2.496492674	2.535249377	2.729289127
E030011K20Rik	4.043021832	4.105882502	4.067825282	4.003710754	4.111597586
Ebf4	4.123266021	4.156975607	4.095339181	4.174485042	4.191922184
affy_1456749_at	3.71043179	3.747490878	3.796886737	3.687934434	3.779134166
Eif3s6ip	3.291900597	3.534704733	3.380765294	3.66197913	3.36061876
affy_1419881_x_at	2.140953483	2.173773895	2.33217703	2.234067557	2.209681989
affy_1446459_at	2.142450135	2.228745148	2.196104608	2.069020062	2.211178885
1700127D06Rik	2.937668561	2.963338566	3.072062134	2.979925371	3.006415403
Fkbp8	9.113986463	9.164273432	9.240008609	9.423108432	9.182784273
affy_1444522_at	3.689271927	3.765711912	3.706634802	3.697449152	3.758173897
Txn2	8.635574208	8.704851758	8.322437951	8.722930556	8.704535557
affy_1458016_at	3.215187287	3.422915391	3.400757528	3.337180266	3.28414896
Olfr672	3.335956428	3.349639299	3.287809598	3.27575875	3.404921755
Fcer1a	2.467579224	2.401877963	2.411811766	2.537320803	2.536564494
Tchh	1.707794341	1.908146665	1.969667386	1.87608042	1.776864578
LOC433188	2.97763342	2.947413275	2.80775541	2.935485452	3.046720122
6430571L13Rik	3.236626731	3.098245005	3.109260196	3.029831983	3.305720156
affy_1441270_at	3.745540318	3.627340829	3.585803386	3.679880024	3.814707297
Aldh1a7	2.620559673	2.848067253	2.896789821	2.582914365	2.689733019
Zfp503	2.541072987	2.522100748	2.553728072	2.557021149	2.610287237
Cxxc4	3.100794196	3.204734207	3.049489663	3.114522582	3.170052252
Sec24a	5.879887354	6.348039304	6.445647447	5.930614748	5.949153109
AA407782	3.644392057	3.371707675	3.739364087	3.735022714	3.713666126
affy_1445182_at	2.434668434	2.767032316	2.377833621	2.482728358	2.504004149
Aes	3.702680011	3.88145131	3.674203635	3.617005063	3.772018472
4933406K04Rik	3.213073278	3.264929164	3.128864275	3.305387176	3.282477518
Denr	4.76337559	5.185761586	5.211439333	5.011688463	4.832795961
Gpld1	4.474138389	4.849924176	4.917524997	4.700493464	4.543564551
AU022749	2.066134068	2.056085947	2.039269841	2.10850301	2.135570664
4930408F14Rik	3.08963637	3.151081853	3.170720158	3.129150664	3.159143733
4432416J03Rik	2.392700513	2.582536318	2.421325951	2.337437103	2.462224644
Prkar1b	5.166863973	4.876775022	4.987420976	4.913713546	5.236395214
Hmg20b	6.844320157	6.233034106	6.652312475	6.758616797	6.913855388
B4galt3	5.451015423	5.472356841	5.444890516	5.388114957	5.520556369
5830440H09Rik	4.110856356	4.017519872	4.065528503	4.045730213	4.180451156
A430106J12Rik	6.847925145	6.78009565	6.617497657	7.263623451	6.917522872
Rrh	2.562213253	2.790498072	2.675006561	2.819331482	2.631868744
Ptprr	2.657401075	2.645523037	2.794646916	2.7052698	2.727091956
Pik3cb	3.084003992	3.059476034	2.973430804	3.117567238	3.153728846
Grhl1	3.346460518	3.670854147	3.507759453	3.377524633	3.416309966
BC050777	2.495551784	2.614783707	2.44146509	2.46904219	2.565462408
affy_1437498_at	4.215966927	3.586190988	3.434801905	3.792194486	4.285910273
D11Ertd333e	8.560965671	8.546107007	8.232200136	8.642054209	8.630921096
Usp43	2.851073024	2.832433979	2.874587238	2.904770924	2.921124475
affy_1449760_at	2.607665314	2.584245365	2.60061376	2.51248149	2.677800531
affy_1457869_at	2.981690687	2.952766896	2.818719192	2.887613892	3.051838035
1110060D06Rik	3.249121875	3.176143626	3.07688994	3.068579628	3.319321267
1700080E11Rik	2.974638549	3.357162153	3.086844435	3.05536121	3.044838557
Elf5	2.967196538	2.927786419	2.827096506	2.889430212	3.037397981
Dgki	2.450089952	2.600334264	2.529268071	2.55202604	2.520346225
Optc	3.823178048	3.858751286	3.842279677	3.806287724	3.893436706
affy_1458074_at	4.330176341	4.240740152	4.358498507	4.264484526	4.4004656
4121402D02Rik	8.147453058	7.735788933	7.995207406	7.944492627	8.217824316
Pga5	3.699849701	3.782907039	3.704364104	3.578296978	3.770274379
affy_1442271_at	5.770320667	6.873616624	6.35938723	5.890892066	5.840767236
Sipa1l2	3.276221013	3.469568764	3.398285379	3.425463303	3.346670233
A230069A22Rik	3.114615842	3.251868627	3.244421172	3.185683579	3.185067344
Cops3	2.552016798	2.805220137	2.692819966	2.649573826	2.622468728
Htr3a	5.610986787	5.776252486	5.472816307	5.578593251	5.681443835
Trim65	6.02484554	5.111274728	5.766675121	5.94833963	6.095318879
4732496O08Rik	6.769586037	7.021050321	6.612339343	6.653491839	6.840113812
Htr6	3.002394614	2.816689825	2.768372215	2.715873739	3.072924924
Zfp109	3.314888158	3.339433857	3.213189734	3.445691197	3.385431478
affy_1438461_at	1.891919179	1.887426337	1.769234057	1.952588654	1.962466676
6720483E21Rik	3.150166727	3.178992435	3.084126139	3.107204197	3.220717039
Brd1	4.072423577	4.428576447	4.376428124	4.132691456	4.142977177
affy_1439596_at	4.883558384	4.722404186	4.777344602	4.586441151	4.954130019
Dbil5	3.515748287	3.57445346	3.42908136	3.442295081	3.586337718
D430042O09Rik	4.84041468	4.702472462	4.779053543	4.923163728	4.911019203
Mep1a	2.960351498	3.040565471	3.089980187	3.124281212	3.030964011
Pla2g2c	6.143257691	6.171832763	6.160341735	6.290430051	6.213871669
C030005H24Rik	2.428864684	2.357207507	2.429408898	2.482146376	2.499506269
Cbx7	3.609116783	3.667838296	3.568311269	3.554031773	3.679798383
0610040D20Rik	9.503569404	9.932128649	9.916686486	9.719778501	9.574265165
affy_1439338_at	2.595425282	2.467566918	2.416181307	2.334208404	2.666132944
affy_1439668_at	2.706186451	2.775261449	2.920583521	2.748193289	2.776902722
1600002O04Rik	3.652417007	3.555735755	3.512584976	3.780486348	3.723137081
B930075F07	2.49747727	2.585600419	2.617900959	2.574930372	2.568208211
2610001E17Rik	4.101552131	4.164158149	4.021708492	4.136359313	4.172287108
affy_1457177_at	2.99939637	2.965098039	2.909956222	3.035872304	3.070183423
Mycbpap	2.524185593	2.542416095	2.550017812	2.605993757	2.59500116
affy_1443320_at	2.994414539	2.79472647	2.746255906	3.013879662	3.065260641
4921513H07Rik	2.767108083	2.762565855	2.765049597	2.671178463	2.838007545
affy_1445582_at	4.044646323	3.982628377	3.896630122	3.986430065	4.11556251
Arhgap5	2.32601005	2.384410356	2.259712298	2.338954166	2.396927594
Cml5	3.126300076	3.074119865	3.373482463	3.266156155	3.197280756
Hgd	3.824602322	3.752541973	3.539904338	3.793616382	3.895590591
affy_1420262_at	2.769026396	2.693404261	2.924684905	2.937332591	2.840104148
Dkk1	2.524723873	2.635575846	2.64966237	2.60940126	2.595813162
Hrnr	1.88541761	1.914261445	1.956325381	1.99854488	1.956597746
Osbpl9	10.2973068	9.774345475	9.932946281	10.32092456	10.3685311
